,temperature,humidity,ph,WaterLevel,label
109,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
110,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
111,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
112,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
113,26.74550678,83.9195902,6.251286661,40.794305,watermelon
114,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
115,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
116,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
117,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
118,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
119,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
120,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
121,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
122,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
123,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
124,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
125,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
126,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
127,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
128,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
129,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
130,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
131,25.81692236,82.043255,6.377427122,54.82963379,watermelon
132,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
133,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
134,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
135,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
136,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
137,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
138,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
139,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
140,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
141,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
142,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
143,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
144,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
145,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
146,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
147,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
148,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
149,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
150,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
151,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
152,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
153,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
154,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
155,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
156,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
157,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
158,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
159,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
160,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
161,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
162,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
163,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
164,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
165,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
166,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
167,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
168,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
169,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
170,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
171,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
172,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
173,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
174,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
175,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
176,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
177,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
178,26.283443,84.42478917,6.520663422,50.78669728,watermelon
179,26.84366082,83.85039964,6.106500787,40.228644,watermelon
180,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
181,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
182,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
183,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
184,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
185,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
186,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
187,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
188,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
189,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
190,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
191,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
192,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
193,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
194,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
195,25.28784623,89.63667876,6.765094964,58.28697664,watermelon
196,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
197,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
198,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
199,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
200,29.73770045,47.54885174,5.954626604,90.09586854,okra
201,33.55695561,53.72979826,4.757114897,98.67527561,okra
202,27.00315545,47.67525434,5.699586972,95.85118326,okra
203,33.56150184,45.53556603,5.977413803,95.70525913,okra
204,35.89855625,54.25964196,6.430139436,92.19721736,okra
205,34.17719782,50.62161586,6.113935087,98.00687989,okra
206,30.01592643,53.19212381,5.074272692,97.72843182,okra
207,31.74592134,45.16127859,5.667507706,93.75441586,okra
208,35.99009679,52.22780489,5.978634285,95.3713484,okra
209,31.86641378,52.19331595,5.064613314,98.46768642,okra
210,27.75518664,52.34605806,4.772385986,94.11213345,okra
211,34.72413192,51.4271781,5.161148592,97.31258083,okra
212,27.53907547,53.63549533,6.797779227,99.35408185,okra
213,27.69637763,48.5622488,6.39474303,89.85646496,okra
214,27.25373364,52.66319725,5.566704378,91.87312479,okra
215,30.33723921,48.88704844,5.755049971,94.42850522,okra
216,31.85744939,45.53106268,5.417340525,91.55845821,okra
217,35.39986338,49.45962621,6.166173834,97.41054011,okra
218,29.80747243,52.13797867,5.191265116,95.74606104,okra
219,34.16438906,54.16482251,4.954739564,98.33351125,okra
220,28.93270187,47.94053996,5.664587011,99.9834242,okra
221,27.98392787,53.33018851,5.548584852,99.61465679,okra
222,31.20478173,54.49960506,6.804437106,94.62954663,okra
223,32.13409675,50.52559148,6.097869767,98.63333684,okra
224,28.91862016,48.13974548,5.075504537,97.01331604,okra
225,31.09779147,47.41196659,4.546466109,90.28624348,okra
226,34.73823882,49.08864345,5.855119268,90.65022183,okra
227,29.98080499,49.48613279,6.442393461,91.82271568,okra
228,33.80398664,46.12866113,4.507523551,90.82549241,okra
229,30.07202564,50.96040505,6.10729559,92.09609766,okra
230,27.92063282,51.77965917,6.47544932,100.2585673,okra
231,31.40948821,49.21729127,6.832979509,92.99739415,okra
232,35.7877738,51.94190321,5.395275719,100.2160615,okra
233,33.36140093,45.02236377,6.13526938,98.81596545,okra
234,35.96054636,48.69677802,4.555688532,98.00644238,okra
235,28.33333307,51.39586505,6.434197756,91.67241761,okra
236,32.27652024,50.19368841,5.316875978,95.99487068,okra
237,31.99490489,50.84881347,5.279388967,97.38741498,okra
238,27.58258929,48.56916221,6.720041791,95.8445641,okra
239,29.38471637,45.88744691,5.72742254,100.8124659,okra
240,32.38697531,53.2328243,4.691396195,90.21633216,okra
241,30.91471455,49.92963856,6.810186079,90.14047759,okra
242,35.37775595,45.58110023,6.454045329,97.41586402,okra
243,32.32362177,52.5896771,5.842763773,93.36718816,okra
244,28.22373428,47.40519056,5.024124684,97.76832322,okra
245,27.27433181,47.16808054,6.422710539,95.257992,okra
246,27.10710832,50.70880979,4.94295037,92.37238878,okra
247,34.89226666,48.75613373,6.414526606,91.63074547,okra
248,33.7462686,48.50387598,6.777788126,92.26439205,okra
249,27.3511056,54.43945147,6.441328044,96.27792547,okra
250,32.89300162,52.61323969,4.650536197,94.49161372,okra
251,35.38598705,51.42664176,5.254532213,90.29643888,okra
252,27.5529736,47.90859131,5.910634533,90.40332704,okra
253,32.82141065,47.45553843,4.755273631,90.89173106,okra
254,30.17294105,51.0845903,6.814630246,95.23444287,okra
255,29.26382931,54.82257868,5.342866119,100.7586226,okra
256,32.06097197,51.08494181,6.336234624,96.59816497,okra
257,28.69818144,47.71875722,4.754435025,99.642454,okra
258,29.14305008,49.40983294,6.831706773,97.55155537,okra
259,28.3471611,53.53903102,6.967417766,90.40260445,okra
260,27.67256197,45.41692012,4.947683034,92.84991507,okra
261,28.1218093,46.16888595,5.630619901,93.30247448,okra
262,30.79375683,46.69536813,6.27339822,92.21318555,okra
263,28.89409382,54.80750249,6.472774648,94.76322976,okra
264,33.33024826,45.61143594,6.953246506,98.28583013,okra
265,27.78912455,53.96886679,5.643710216,91.01152997,okra
266,31.65333432,48.20662669,6.392313973,91.09745581,okra
267,29.75150773,46.73723302,4.981816523,91.405983,okra
268,31.32995611,50.22287593,5.421265283,89.78216168,okra
269,35.63627319,48.97047762,6.942520105,97.51952041,okra
270,31.66524687,51.98594645,5.435840509,89.98024312,okra
271,32.26935342,53.56092806,5.870116071,95.94035356,okra
272,27.81005614,51.59445462,4.74910393,95.89898581,okra
273,34.58561471,50.34035336,5.497946899,100.3060719,okra
274,31.27180992,52.23810152,6.811291098,89.74409017,okra
275,33.93679864,52.72170281,6.460542749,97.4611918,okra
276,31.09154239,47.02058367,4.791146778,91.46664318,okra
277,31.89356292,49.02450149,6.4841522,89.59371481,okra
278,32.45465292,50.69693751,6.526654345,95.04871605,okra
279,35.47478322,47.97230503,6.279133738,97.79072474,okra
280,27.32961444,49.30347234,6.052026047,93.53197359,okra
281,30.90225239,49.95955487,5.73171945,91.77522598,okra
282,29.09382275,45.5661059,5.32307197,96.23520043,okra
283,30.02086169,46.78393776,4.66910839,96.63721027,okra
284,34.13072188,51.25786185,5.101206389,96.38808001,okra
285,33.44619894,53.05980465,5.339556562,98.05089394,okra
286,35.3915464,52.48823147,5.061081874,91.22881052,okra
287,31.53356352,53.06009323,5.821106036,98.57025046,okra
288,30.7645515,47.93791463,5.956027059,90.38503469,okra
289,30.01821337,50.0983181,5.676032581,96.08745082,okra
290,31.32863689,47.59319575,6.524114355,94.67344737,okra
291,33.88004781,54.39416048,6.273953676,89.29147581,okra
292,28.07802689,54.9640534,6.128167757,97.45373619,okra
293,35.53845018,52.94641947,4.934964765,91.54560427,okra
294,28.70595247,50.44030129,5.445008416,95.8946444,okra
295,31.48451729,48.77926304,4.525722333,93.17221967,okra
296,27.69819273,51.41593238,5.403908328,100.7720705,okra
297,30.41235793,52.48100602,6.621623545,93.92375879,okra
298,32.17752026,54.01352682,6.207495815,91.88766069,okra
299,32.6112614,47.74916499,5.418475257,91.10190759,okra
